name,latitude_deg,longitude_deg,municipality,iata_code
Seattle Tacoma International Airport,47.44900131,-122.3089981,Seattle,SEA
Orlando Sanford International Airport,28.77759933,-81.23750305,Orlando,SFB
San Francisco International Airport,37.61899948,-122.375,San Francisco,SFO
Springfield Branson National Airport,37.24570084,-93.38860321,Springfield,SGF
St George Municipal Airport,37.03638889,-113.5103056,St George,SGU
Sheridan County Airport,44.76919937,-106.9800034,Sheridan,SHR
Shreveport Regional Airport,32.44660187,-93.82559967,Shreveport,SHV
Norman Y. Mineta San Jose International Airport,37.36259842,-121.9290009,San Jose,SJC
San Angelo Regional Mathis Field,31.35770035,-100.4960022,San Angelo,SJT
Fairchild Air Force Base,47.61510086,-117.6559982,Spokane,SKA
Lackland Air Force Base (Kelly Field Annex) Airport,29.38419914,-98.58110046,San Antonio,SKF
Salt Lake City International Airport,40.78839874,-111.9779968,Salt Lake City,SLC
Salem Municipal Airport/McNary Field,44.90950012,-123.0029984,Salem,SLE
Adirondack Regional Airport,44.38529968,-74.20619965,Saranac Lake,SLK
Salina Municipal Airport,38.79100037,-97.65219879,Salina,SLN
Sacramento International Airport,38.69540024,-121.5910034,Sacramento,SMF
Santa Maria Pub/Capt G Allan Hancock Field,34.89889908,-120.4570007,Santa Maria,SMX
John Wayne Airport-Orange County Airport,33.67570114,-117.8679962,Santa Ana,SNA
Abraham Lincoln Capital Airport,39.84410095,-89.67790222,Springfield,SPI
Sheppard Air Force Base-Wichita Falls Municipal Airport,33.98880005,-98.49189758,Wichita Falls,SPS
Sarasota Bradenton International Airport,27.39539909,-82.55439758,Sarasota/Bradenton,SRQ
St Cloud Regional Airport,45.54660034,-94.05989838,St Cloud,STC
Lambert St Louis International Airport,38.74869919,-90.37000275,St Louis,STL
St Paul Downtown Holman Field,44.93450165,-93.05999756,St Paul,STP
Charles M. Schulz Sonoma County Airport,38.50899887,-122.8130035,Santa Rosa,STS
Friedman Memorial Airport,43.50439835,-114.2959976,Hailey,SUN
Sioux Gateway Col. Bud Day Field,42.40259933,-96.38439941,Sioux City,SUX
Stewart International Airport,41.5041008,-74.10479736,Newburgh,SWF
Syracuse Hancock International Airport,43.11119843,-76.10630035,Syracuse,SYR
Waynesville-St. Robert Regional Forney field,37.74160004,-92.14070129,Fort Leonard Wood,TBN
Tucumcari Municipal Airport,35.18280029,-103.6029968,Tucumcari,TCC
Tuscaloosa Regional Airport,33.22060013,-87.61139679,Tuscaloosa,TCL
McChord Air Force Base,47.13769913,-122.4759979,Tacoma,TCM
Truth Or Consequences Municipal Airport,33.23690033,-107.2720032,Truth Or Consequences,TCS
Teterboro Airport,40.85010147,-74.06079865,Teterboro,TEB
Tallahassee Regional Airport,30.39649963,-84.35030365,Tallahassee,TLH
Kendall-Tamiami Executive Airport,25.64789963,-80.43280029,Miami,TMB
Toledo Express Airport,41.58679962,-83.80780029,Toledo,TOL
Tampa International Airport,27.97550011,-82.53320313,Tampa,TPA
Draughon Miller Central Texas Regional Airport,31.15250015,-97.40779877,Temple,TPL
Tri Cities Regional Tn Va Airport,36.47520065,-82.40740204,Bristol/Johnson/Kingsport,TRI
Trenton Mercer Airport,40.27669907,-74.81349945,Trenton,TTN
Tulsa International Airport,36.19839859,-95.88809967,Tulsa,TUL
Tupelo Regional Airport,34.26810074,-88.76989746,Tupelo,TUP
Tucson International Airport,32.11610031,-110.9410019,Tucson,TUS
Cherry Capital Airport,44.74140167,-85.5821991,Traverse City,TVC
Lake Tahoe Airport,38.89390182,-119.9950027,South Lake Tahoe,TVL
Joslin Field Magic Valley Regional Airport,42.48180008,-114.487999,Twin Falls,TWF
Texarkana Regional Webb Field,33.45370102,-93.99099731,Texarkana,TXK
Tyler Pounds Regional Airport,32.35409927,-95.40239716,Tyler,TYR
McGhee Tyson Airport,35.81100082,-83.9940033,Knoxville,TYS
Quincy Regional Baldwin Field,39.94269943,-91.19460297,Quincy,UIN
University Park Airport,40.84930038,-77.84870148,State College,SCE
Moody Air Force Base,30.96780014,-83.19300079,Valdosta,VAD
Victoria Regional Airport,28.8526001,-96.91850281,Victoria,VCT
Vernal Regional Airport,40.4408989,-109.5100021,Vernal,VEL
Valdosta Regional Airport,30.78249931,-83.27670288,Valdosta,VLD
Eglin Air Force Base,30.48320007,-86.52539825,Valparaiso,VPS
Vero Beach Municipal Airport,27.65559959,-80.41790009,Vero Beach,VRB
General WM J Fox Airfield,34.74110031,-118.2190018,Lancaster,WJF
Winnemucca Municipal Airport,40.89659882,-117.8059998,Winnemucca,WMC
Robins Air Force Base,32.64009857,-83.59190369,Warner Robins,WRB
Mc Guire Air Force Base,40.0155983,-74.59169769,Wrightstown,WRI
Worland Municipal Airport,43.96569824,-107.9509964,Worland,WRL
Cape May County Airport,39.00849915,-74.90830231,Wildwood,WWD
West Woodward Airport,36.438,-99.5226667,Woodward,WWR
Yellowstone Airport,44.68840027,-111.1179962,West Yellowstone,WYS
Northwest Arkansas Regional Airport,36.2818985,-94.30680084,Fayetteville/Springdale/,XNA
Willow Run Airport,42.23789978,-83.53040314,Detroit,YIP
Yakima Air Terminal McAllister Field,46.56819916,-120.5439987,Yakima,YKM
Youngstown Warren Regional Airport,41.26070023,-80.67910004,Youngstown/Warren,YNG
Zanesville Municipal Airport,39.94440079,-81.89209747,Zanesville,ZZV
Palmer Municipal Airport,61.59489822,-149.0890045,Palmer,PAQ
Barter Island LRRS Airport,70.13400269,-143.5820007,Barter Island Lrrs,BTI
Bethel Airport,60.77980042,-161.8379974,Bethel,BET
Allen Army Airfield,63.99449921,-145.7220001,Delta Junction Ft Greely,BIG
Buckland Airport,65.9815979,-161.1490021,Buckland,BKC
Wiley Post Will Rogers Memorial Airport,71.28540039,-156.7660065,Barrow,BRW
Bettles Airport,66.91390228,-151.529007,Bettles,BTT
Cold Bay Airport,55.20610046,-162.7250061,Cold Bay,CDB
Scammon Bay Airport,61.84529877,-165.5709991,Scammon Bay,SCM
Merle K (Mudhole) Smith Airport,60.4917984,-145.4779968,Cordova,CDV
Cape Romanzof LRRS Airport,61.78030014,-166.0390015,Cape Romanzof,CZF
Deering Airport,66.06960297,-162.7660065,Deering,DRG
Adak Airport,51.87799835,-176.6459961,Adak Island,ADK
Dillingham Airport,59.04470062,-158.5050049,Dillingham,DLG
Kodiak Airport,57.75,-152.4940033,Kodiak,ADQ
Unalaska Airport,53.90010071,-166.5440063,Unalaska,DUT
Elmendorf Air Force Base,61.25099945,-149.8070068,Anchorage,EDF
Cape Newenham LRRS Airport,58.64640045,-162.0630035,Cape Newenham,EHM
Eielson Air Force Base,64.66570282,-147.102005,Fairbanks,EIL
Emmonak Airport,62.78609848,-164.4909973,Emmonak,EMK
Kenai Municipal Airport,60.57310104,-151.2449951,Kenai,ENA
Fairbanks International Airport,64.81510162,-147.8560028,Fairbanks,FAI
Ladd AAF Airfield,64.83750153,-147.6139984,Fairbanks/Ft Wainwright,FBK
Ambler Airport,67.10630035,-157.8569946,Ambler,ABL
Edward G. Pitka Sr Airport,64.73619843,-156.9369965,Galena,GAL
Gulkana Airport,62.1548996,-145.4570007,Gulkana,GKN
Gambell Airport,63.76679993,-171.7330017,Gambell,GAM
Gustavus Airport,58.4253006,-135.7070007,Gustavus,GST
Holy Cross Airport,62.18830109,-159.7749939,Holy Cross,HCR
Haines Airport,59.24380112,-135.5240021,Haines,HNS
Homer Airport,59.64559937,-151.477005,Homer,HOM
Hooper Bay Airport,61.52389908,-166.1470032,Hooper Bay,HPB
Egegik Airport,58.1855011,-157.375,Egegik,EGX
Bob Baker Memorial Airport,66.97599792,-160.4369965,Kiana,IAN
Iliamna Airport,59.75439835,-154.9109955,Iliamna,ILI
Indian Mountain LRRS Airport,65.99279785,-153.7039948,Utopia Creek,UTO
Juneau International Airport,58.35499954,-134.576004,Juneau,JNU
King Salmon Airport,58.67679977,-156.6490021,King Salmon,AKN
Anaktuvuk Pass Airport,68.13359833,-151.7429962,Anaktuvuk Pass,AKP
Ketchikan International Airport,55.35559845,-131.7140045,Ketchikan,KTN
Cape Lisburne LRRS Airport,68.87509918,-166.1100006,Cape Lisburne,LUR
McGrath Airport,62.95289993,-155.6060028,McGrath,MCG
Merrill Field,61.21350098,-149.8439941,Anchorage,MRI
Mekoryuk Airport,60.37139893,-166.2709961,Mekoryuk,MYU
Ted Stevens Anchorage International Airport,61.17440033,-149.9960022,Anchorage,ANC
Aniak Airport,61.58160019,-159.5429993,Aniak,ANI
Nenana Municipal Airport,64.54730225,-149.0740051,Nenana,ENN
Annette Island Airport,55.04240036,-131.5720062,Annette,ANN
Anvik Airport,62.64670181,-160.1909943,Anvik,ANV
Nome Airport,64.5121994,-165.4450073,Nome,OME
Northway Airport,62.9612999,-141.9290009,Northway,ORT
Ralph Wien Memorial Airport,66.88469696,-162.598999,Kotzebue,OTZ
St George Airport,56.57830048,-169.6620026,St George,PBV
Port Clarence Coast Guard Station,65.25370026,-166.8589935,Port Clarence,KPC
Petersburg James A Johnson Airport,56.80170059,-132.9450073,Petersburg,PSG
Port Heiden Airport,56.95909882,-158.6329956,Port Heiden,PTH
Platinum Airport,59.01139832,-161.8200073,Platinum,PTU
Nuiqsut Airport,70.20999908,-151.0059967,Nuiqsut,NUI
Arctic Village Airport,68.11470032,-145.5789948,Arctic Village,ARC
Ruby Airport,64.72720337,-155.4700012,Ruby,RBY
Savoonga Airport,63.68640137,-170.4929962,Savoonga,SVA
Deadhorse Airport,70.19470215,-148.4649963,Deadhorse,SCC
Sand Point Airport,55.31499863,-160.522995,Sand Point,SDP
Shishmaref Airport,66.24960327,-166.0890045,Shishmaref,SHH
Sitka Rocky Gutierrez Airport,57.04710007,-135.3619995,Sitka,SIT
Selawik Airport,66.60009766,-159.9859924,Selawik,WLK
St Mary's Airport,62.0605011,-163.302002,St Mary's,KSM
St Paul Island Airport,57.16730118,-170.2200012,St Paul Island,SNP
Sparrevohn LRRS Airport,61.09740067,-155.5740051,Sparrevohn,SVW
Soldotna Airport,60.47570038,-151.0339966,Soldotna,SXQ
Eareckson Air Station,52.71229935,174.1139984,Shemya,SYA
Togiak Airport,59.05279922,-160.3970032,Togiak Village,TOG
Tatalina LRRS Airport,62.89440155,-155.977005,Takotna,TLJ
Atqasuk Edward Burnell Sr Memorial Airport,70.46730042,-157.4360046,Atqasuk,ATK
Valdez Pioneer Field,61.13389969,-146.2480011,Valdez,VDZ
Kivalina Airport,67.73619843,-164.5630035,Kivalina,KVL
Seward Airport,60.12689972,-149.4190063,Seward,SWD
Wrangell Airport,56.48429871,-132.3699951,Wrangell,WRG
Wainwright Airport,70.63800049,-159.9949951,Wainwright,AIN
Noatak Airport,67.56610107,-162.9750061,Noatak,WTK
Wasilla Airport,61.57170105,-149.5399933,Wasilla,WWA
Yakutat Airport,59.50329971,-139.6600037,Yakutat,YAK
Fort Yukon Airport,66.57150269,-145.25,Fort Yukon,FYU
Barking Sands Airport,22.02280045,-159.7850037,Kekaha,BKH
Dillingham Airfield,21.5795002,-158.1970062,Mokuleia,HDH
Wheeler Army Airfield,21.48349953,-158.0399933,Wahiawa,HHI
Hana Airport,20.79560089,-156.0140076,Hana,HNM
Kapalua Airport,20.96290016,-156.6730042,Lahaina,JHM
Kalaeloa (John Rodgers Field) Airport,21.30739975,-158.0700073,Kapolei,JRF
Kona International At Keahole Airport,19.73880005,-156.0460052,Kailua/Kona,KOA
Lihue Airport,21.97599983,-159.3390045,Lihue,LIH
Molokai Airport,21.1529007,-157.095993,Kaunakakai,MKK
Waimea Kohala Airport,20.00130081,-155.6679993,Kamuela,MUE
Honolulu International Airport,21.31870079,-157.9219971,Honolulu,HNL
Lanai Airport,20.78560066,-156.951004,Lanai City,LNY
Kahului Airport,20.89859962,-156.4299927,Kahului,OGG
Bradshaw Army Airfield,19.76009941,-155.5540009,Camp Pohakuloa,BSF
Hilo International Airport,19.72139931,-155.0480042,Hilo,ITO
Upolu Airport,20.26530075,-155.8600006,Hawi,UPP
Point Lay LRRS Airport,69.73290253,-163.0050049,Point Lay,PIZ
